route_id,distance_km,travel_time_min,traffic_level,road_condition,pothole_level,road_damage_level,road_blockage_level,weather_condition,accident_risk,pedestrian_density,vehicle_density,road_width,lighting_condition,historical_risk,route_risk_score
route-0747,11.391,36.051,0,1,2,2,2,3,0.687,0.1705,0.1079,9.44,2,0.1557,0.532377
route-0748,11.262,46.575,2,2,2,1,2,2,0.5133,0.2107,0.9324,5.87,0,0.9219,0.637404
route-0749,12.192,37.453,1,2,2,2,2,0,0.7013,0.6295,0.5886,3.09,1,0.4214,0.579323
route-0750,3.755,10.662,1,1,1,3,0,3,0.4564,0.576,0.4844,7.39,2,0.8341,0.457057
route-0751,9.102,27.225,2,1,2,0,0,0,0.4259,0.2694,1.0,9.52,1,0.164,0.366036
route-0752,14.929,36.587,2,2,1,1,1,0,0.3093,0.7658,1.0,8.05,0,0.1653,0.468717
route-0753,21.366,55.022,1,1,0,1,0,3,0.7241,0.1541,0.5133,11.53,0,0.0049,0.392394
route-0754,13.871,40.587,1,2,1,3,1,1,0.3876,0.3184,0.6045,7.4,0,0.3271,0.516898
route-0755,21.135,51.848,2,1,0,2,2,0,0.8856,0.1782,0.9364,6.99,0,0.5015,0.550566
route-0756,10.459,28.536,0,2,1,1,0,1,0.4354,0.3396,0.037,7.68,1,0.285,0.333765
route-0757,2.284,5.892,1,0,1,3,0,3,0.3463,0.7327,0.5374,7.45,0,0.8069,0.374897
route-0758,12.907,65.401,2,1,0,3,2,3,0.7714,0.303,0.9421,9.98,1,0.6036,0.646462
route-0759,9.889,40.82,1,2,2,2,0,3,0.7596,0.8703,0.3992,3.08,2,0.9482,0.587473
route-0760,13.085,50.214,2,2,3,3,1,0,0.8679,0.4603,0.892,9.59,0,0.3693,0.667954
route-0761,18.754,67.005,0,2,2,1,1,0,0.3246,0.636,0.023,6.93,1,0.0366,0.418946
route-0762,3.391,10.365,0,0,1,3,1,2,0.689,0.2441,0.0781,12.18,1,0.7327,0.346588
route-0763,3.222,9.187,1,0,1,0,2,0,0.9274,0.7493,0.4814,3.25,1,0.9504,0.369932
route-0764,21.366,90.573,1,0,1,2,2,1,0.799,0.3742,0.4935,11.37,2,0.4369,0.565089
route-0765,7.729,38.857,2,0,3,1,1,0,0.2071,0.7821,1.0,6.02,1,0.4624,0.481449
route-0766,3.686,9.669,0,0,2,1,1,3,0.4208,0.5952,0.0099,8.23,2,0.5577,0.34236
route-0767,20.009,83.315,0,1,3,1,0,3,0.4029,0.6607,0.0171,3.86,1,0.4865,0.494138
route-0768,18.33,90.638,2,1,2,2,1,3,0.1559,0.5849,1.0,9.21,0,0.4154,0.661343
route-0769,7.887,26.756,2,1,1,3,0,3,0.9488,0.1235,0.975,5.32,2,0.1106,0.580231
route-0770,18.755,84.859,2,1,3,2,1,2,0.7705,0.6303,1.0,10.56,1,0.6331,0.713002
route-0771,13.481,46.375,0,1,3,3,1,1,0.4001,0.0033,0.0792,11.39,0,0.6562,0.44448
route-0772,14.554,31.854,1,1,3,1,2,1,0.6097,0.5034,0.3993,9.28,0,0.4088,0.527023
route-0773,5.245,16.937,2,1,0,2,3,3,0.5113,0.193,1.0,8.04,2,0.7231,0.577671
route-0774,17.538,72.515,0,1,1,2,0,1,0.4612,0.245,0.0248,13.89,2,0.7968,0.388201
route-0775,4.001,10.713,2,1,1,1,0,0,0.0323,0.6769,1.0,13.95,2,0.8622,0.345214
route-0776,7.351,40.247,2,2,0,0,2,0,0.8117,0.8283,1.0,3.44,1,0.3994,0.505775
route-0777,11.401,26.27,0,0,1,2,2,0,0.169,0.4129,-0.0384,13.04,2,0.7956,0.300198
route-0778,15.946,57.839,0,1,3,1,1,2,0.4447,0.7874,0.0479,9.25,2,0.5944,0.482612
route-0779,7.99,27.711,0,1,2,2,2,1,0.6339,0.4753,-0.0144,6.24,2,0.7437,0.445086
route-0780,8.077,26.439,1,1,1,0,2,2,0.5842,0.2594,0.5531,11.2,0,0.9961,0.428562
route-0781,5.334,25.634,1,2,1,2,1,3,0.1691,0.5252,0.4221,12.87,2,0.0142,0.461442
route-0782,8.459,31.217,0,0,2,0,1,3,0.5694,0.6386,-0.1171,11.21,1,0.8189,0.373917
route-0783,18.181,41.499,1,2,0,3,1,0,0.5533,0.5348,0.5579,12.6,1,0.9704,0.499988
route-0784,7.079,31.689,1,2,1,1,2,3,0.0402,0.6091,0.5125,4.0,0,0.19,0.468276
route-0785,21.821,87.484,2,1,0,1,2,3,0.0983,0.8816,0.8923,11.69,1,0.0731,0.585629
route-0786,12.211,44.122,0,2,1,3,0,3,0.72,0.4426,0.0342,9.48,0,0.6349,0.504309
route-0787,7.164,28.969,1,2,2,3,1,3,0.2838,0.6453,0.4434,8.85,2,0.3411,0.581018
route-0788,15.583,44.625,0,0,3,0,2,3,0.1631,0.0656,-0.0163,6.35,1,0.9253,0.441003
route-0789,13.618,46.472,0,0,0,1,2,2,0.7664,0.4719,0.0443,13.2,1,0.2103,0.34204
route-0790,5.818,27.752,1,0,1,1,2,3,0.5952,0.4169,0.5544,5.52,2,0.2629,0.470442
route-0791,9.843,24.807,1,1,2,2,1,3,0.0057,0.94,0.3933,7.5,1,0.6458,0.502495
route-0792,7.67,34.237,2,0,1,2,1,0,0.4275,0.3824,1.0,11.13,1,0.7975,0.425438
route-0793,7.664,31.948,0,0,1,2,2,3,0.7812,0.3901,0.1103,10.77,0,0.2498,0.414249
route-0794,2.835,10.712,0,2,2,2,1,2,0.4718,0.8808,-0.1022,13.75,0,0.7324,0.438871
route-0795,14.771,74.05,2,0,0,3,2,2,0.531,0.2914,0.8852,11.49,2,0.068,0.578843
route-0796,8.564,18.751,1,1,1,1,0,3,0.333,0.6777,0.549,5.81,1,0.7477,0.390616
route-0797,10.743,39.211,1,1,0,0,2,2,0.5657,0.9957,0.6103,12.6,0,0.3271,0.404139
route-0798,9.009,32.474,0,2,0,0,0,1,0.8463,0.0877,0.1014,9.71,2,0.9929,0.308311
route-0799,11.196,51.98,1,1,3,1,0,1,0.5752,0.454,0.5675,11.13,2,0.9485,0.480102
route-0800,8.111,25.159,2,1,0,0,1,1,0.8556,0.5844,1.0,8.86,1,0.6536,0.438829
